term,estimate,std.error,statistic,p.value,conf.low,conf.high,h,outcome,treatment,spec,weighted,weight_var,control_count,treatment_role
l1_disp_mean_median_gap_z,0.00217417115065739,0.0030227865067185616,0.7192605716033844,0.47532880577162284,-0.003897274231347404,0.008245616532662184,3,fair_poor_health_rate,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,-0.0017826195423913753,0.0020087284098280708,-0.8874368150863917,0.3790927911847468,-0.0058172692936872186,0.0022520302089044674,0,log_real_pce_pc,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,-0.0015028400677938535,0.0032419533942897954,-0.46356004698922454,0.6449746889556516,-0.008014495098900612,0.0050088149633129055,1,log_real_pce_pc,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,-0.0015384198197389528,0.005026663690509911,-0.30605186948221985,0.7608358938018676,-0.011634770978778674,0.008557931339300768,2,log_real_pce_pc,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.005938896841414146,0.005275274950632258,1.1257985407381186,0.2656256340665181,-0.004656804729515166,0.016534598412343456,3,log_real_pce_pc,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.06974675763922614,0.18780992324815274,0.37136886290651394,0.7119318692523617,-0.30748057504379556,0.4469740903222478,0,real_pce_pc_growth,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.39315007959298676,0.24650945230894158,1.594868172033686,0.11704403283924329,-0.10197872706110578,0.8882788862470793,1,real_pce_pc_growth,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.6682932391286069,0.3670479992892813,1.8207243750752757,0.07463573269250477,-0.068944364422232507,1.4055308426794464,2,real_pce_pc_growth,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_mean_median_gap_z,0.6241678509791666,0.5364723652584773,1.1634669209446358,0.2501624580710192,-0.45336860665099543,1.7017043086093286,3,real_pce_pc_growth,l1_disp_mean_median_gap_z,rich,FALSE,NA,13,alternative
l1_disp_top10_share_z,-2.394340246087225e-5,6.971193327823215e-4,-0.0343462034904556,0.9727378322656044,-0.0014241487905424066,0.0013762619856206623,0,frequent_mental_distress_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,3.285837467076317e-4,5.728125326574269e-4,0.5736322583293454,0.5687880690308282,-8.219440852869576e-4,0.0014791115787022209,1,frequent_mental_distress_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,8.819485863724161e-4,9.086561780019515e-4,0.9706075936354026,0.3364158033678345,-9.431410597200542e-4,0.0027070382324648865,2,frequent_mental_distress_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
l1_disp_top10_share_z,2.9629287557492416,1.124062322986491,2.6359114571842563,0.011146693297544598,0.7051831343455768,5.220674377152907,3,frequent_mental_distress_rate,l1_disp_top10_share_z,weighted,TRUE,total_population,8,primary
